world_x,world_y,plane,scene_x,scene_y,render_level,underlay_id,overlay_id,texture_ids,tile_type,shape,rotation,paint_rgb,paint_sw_hsl,paint_se_hsl,paint_ne_hsl,paint_nw_hsl,model_underlay_color,model_overlay_color,model_triangle_hsl,average_rgb,observation_count,source_exports
3201,3203,0,17,43,0,48,-1,,MODEL,2,2,,,,,,5924623,6575407,13068/13073/13070|7569/7567/7569,,1,chunk-3200-3200-20260828-095443
3201,3203,1,17,43,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3201,3204,0,17,44,0,47,-1,,MODEL,6,0,,,,,,6383375,6575407,12046/12055/12048|7567/7569/7572|7567/7572/7564,,1,chunk-3200-3200-20260828-095443
3201,3204,1,17,44,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3201,3205,0,17,45,0,47,-1,,MODEL,4,2,,,,,,6383375,6575407,12059/12041/12048|12059/12048/12055|7564/7564/7572,,1,chunk-3200-3200-20260828-095443
3201,3205,1,17,45,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3201,3206,0,17,46,0,47,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,1,chunk-3200-3200-20260828-095443
3201,3206,1,17,46,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3201,3207,0,17,47,0,47,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,1,chunk-3200-3200-20260828-095443
3201,3207,1,17,47,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3201,3208,0,17,40,0,47,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,1,chunk-3200-3208-20260828-102210
3201,3208,1,17,40,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3209,0,17,41,0,95,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,1,chunk-3200-3208-20260828-102210
3201,3209,1,17,41,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3210,0,17,42,0,47,-1,,PAINT,-1,-1,6383375,12041,12059,12057,12041,,,,#61670F,1,chunk-3200-3208-20260828-102210
3201,3210,1,17,42,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3211,0,17,43,0,47,-1,,PAINT,-1,-1,5924623,13065,13081,13081,13065,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3201,3211,1,17,43,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3212,0,17,44,0,47,-1,,PAINT,-1,-1,5924623,13065,13081,13081,13065,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3201,3212,1,17,44,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3213,0,17,45,0,47,-1,,PAINT,-1,-1,5465871,14089,14105,14103,14089,,,,#53670F,1,chunk-3200-3208-20260828-102210
3201,3213,1,17,45,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3214,0,17,46,0,47,-1,,PAINT,-1,-1,5465871,14089,14103,14103,14089,,,,#53670F,1,chunk-3200-3208-20260828-102210
3201,3214,1,17,46,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3215,0,17,47,0,47,-1,,PAINT,-1,-1,4941583,15113,15127,15127,15113,,,,#4B670F,1,chunk-3200-3208-20260828-102210
3201,3215,1,17,47,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3201,3216,0,17,56,0,47,-1,,PAINT,-1,-1,4941583,15113,15127,15119,15111,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3216,1,17,56,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3217,0,17,57,0,47,-1,,PAINT,-1,-1,4941583,15111,15119,15115,15109,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3217,1,17,57,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3218,0,17,58,0,47,-1,,PAINT,-1,-1,4941583,15109,15115,15118,15113,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3218,1,17,58,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3219,0,17,59,0,47,-1,,PAINT,-1,-1,4941583,15113,15118,15121,15111,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3219,1,17,59,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3220,0,17,60,0,47,-1,,PAINT,-1,-1,4941583,15111,15121,15123,15113,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3220,1,17,60,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3221,0,17,61,0,47,-1,,PAINT,-1,-1,4941583,15113,15123,15125,15113,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3221,1,17,61,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3222,0,17,62,0,47,-1,,PAINT,-1,-1,4941583,15113,15125,15127,15113,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3201,3222,1,17,62,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3223,0,17,63,0,47,-1,,PAINT,-1,-1,5465871,14089,14103,14105,14089,,,,#53670F,1,chunk-3200-3216-20260828-095435
3201,3223,1,17,63,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3201,3224,0,17,56,0,47,-1,,PAINT,-1,-1,5465871,14089,14105,14105,14089,,,,#53670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3224,1,17,56,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3225,0,17,57,0,47,-1,,PAINT,-1,-1,5924623,13065,13081,13081,13065,,,,#5A670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3225,1,17,57,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3226,0,17,58,0,47,-1,,PAINT,-1,-1,5924623,13065,13081,13081,13065,,,,#5A670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3226,1,17,58,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3227,0,17,59,0,47,-1,,PAINT,-1,-1,6383375,12041,12057,12059,12041,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3227,1,17,59,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3228,0,17,60,0,47,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3228,1,17,60,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3229,0,17,61,0,53,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3229,1,17,61,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3230,0,17,62,0,53,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3230,1,17,62,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3231,0,17,63,0,53,-1,,PAINT,-1,-1,6383375,12041,12059,12059,12041,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3201,3231,1,17,63,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3200,0,18,40,0,48,-1,,PAINT,-1,-1,4941583,15120,15117,15121,15122,,,,#4B670F,1,chunk-3200-3200-20260828-095443
3202,3201,0,18,41,0,48,-1,,PAINT,-1,-1,5465871,14098,14097,14094,14097,,,,#53670F,1,chunk-3200-3200-20260828-095443
3202,3202,0,18,42,0,48,-1,,MODEL,2,2,,,,,,5924623,6575407,13070/13073/13070|7569/7569/7569,,1,chunk-3200-3200-20260828-095443
3202,3202,1,18,42,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3202,3203,0,18,43,0,48,-1,,MODEL,2,0,,,,,,5924623,6575407,13070/13085/13070|7569/7569/7569,,1,chunk-3200-3200-20260828-095443
3202,3203,1,18,43,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3202,3204,0,18,44,0,47,-1,,PAINT,-1,-1,6383375,12046,12061,12067,12055,,,,#61670F,1,chunk-3200-3200-20260828-095443
3202,3205,0,18,45,0,47,-1,,PAINT,-1,-1,6383375,12055,12067,12066,12059,,,,#61670F,1,chunk-3200-3200-20260828-095443
3202,3206,0,18,46,0,47,-1,,PAINT,-1,-1,6776335,11035,11042,11037,11035,,,,#67660F,1,chunk-3200-3200-20260828-095443
3202,3207,0,18,47,0,47,-1,,PAINT,-1,-1,6776335,11035,11037,11037,11035,,,,#67660F,1,chunk-3200-3200-20260828-095443
3202,3208,0,18,40,0,95,-1,,PAINT,-1,-1,6776335,11035,11037,11037,11035,,,,#67660F,1,chunk-3200-3208-20260828-102210
3202,3209,0,18,41,0,95,-1,,PAINT,-1,-1,6383375,12059,12061,12059,12059,,,,#61670F,1,chunk-3200-3208-20260828-102210
3202,3210,0,18,42,0,95,-1,,PAINT,-1,-1,6383375,12059,12059,12059,12057,,,,#61670F,1,chunk-3200-3208-20260828-102210
3202,3211,0,18,43,0,95,-1,,PAINT,-1,-1,6383375,12057,12059,12062,12057,,,,#61670F,1,chunk-3200-3208-20260828-102210
3202,3212,0,18,44,0,95,-1,,PAINT,-1,-1,5924623,13081,13086,13084,13081,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3202,3213,0,18,45,0,95,-1,,PAINT,-1,-1,5924623,13081,13084,13084,13079,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3202,3214,0,18,46,0,95,-1,,PAINT,-1,-1,5465871,14103,14108,14109,14103,,,,#53670F,1,chunk-3200-3208-20260828-102210
3202,3215,0,18,47,0,95,-1,,PAINT,-1,-1,5465871,14103,14109,14104,14103,,,,#53670F,1,chunk-3200-3208-20260828-102210
3202,3216,0,18,56,0,95,-1,,PAINT,-1,-1,5465871,14103,14104,14105,14095,,,,#53670F,1,chunk-3200-3216-20260828-095435
3202,3217,0,18,57,0,47,-1,,PAINT,-1,-1,4941583,15119,15129,15131,15115,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3202,3218,0,18,58,0,47,-1,,PAINT,-1,-1,4941583,15115,15131,15134,15118,,,,#4B670F,1,chunk-3200-3216-20260828-095435
3202,3219,0,18,59,0,47,-1,,PAINT,-1,-1,5465871,14094,14110,14112,14097,,,,#53670F,1,chunk-3200-3216-20260828-095435
3202,3220,0,18,60,0,47,-1,,PAINT,-1,-1,5465871,14097,14112,14113,14099,,,,#53670F,1,chunk-3200-3216-20260828-095435
3202,3221,0,18,61,0,47,-1,,PAINT,-1,-1,5465871,14099,14113,14113,14101,,,,#53670F,1,chunk-3200-3216-20260828-095435
3202,3222,0,18,62,0,47,-1,,PAINT,-1,-1,5465871,14101,14113,14113,14103,,,,#53670F,1,chunk-3200-3216-20260828-095435
3202,3223,0,18,63,0,47,-1,,PAINT,-1,-1,5465871,14103,14113,14111,14105,,,,#53670F,1,chunk-3200-3216-20260828-095435
3202,3224,0,18,56,0,47,-1,,PAINT,-1,-1,5924623,13081,13087,13086,13081,,,,#5A670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3225,0,18,57,0,47,-1,,PAINT,-1,-1,5924623,13081,13086,13086,13081,,,,#5A670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3226,0,18,58,0,47,-1,,PAINT,-1,-1,6383375,12057,12062,12065,12057,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3227,0,18,59,0,47,-1,,PAINT,-1,-1,6383375,12057,12065,12065,12059,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3228,0,18,60,0,47,-1,,PAINT,-1,-1,6383375,12059,12065,12061,12059,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3229,0,18,61,0,53,-1,,PAINT,-1,-1,6383375,12059,12061,12061,12059,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3230,0,18,62,0,53,-1,,PAINT,-1,-1,6383375,12059,12061,12061,12059,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3202,3231,0,18,63,0,53,-1,,PAINT,-1,-1,6776335,11035,11037,11036,11035,,,,#67660F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3200,0,19,40,0,48,-1,,PAINT,-1,-1,5465871,14093,14093,14092,14097,,,,#53670F,1,chunk-3200-3200-20260828-095443
3203,3201,0,19,41,0,48,-1,,MODEL,2,2,,,,,,5465871,6575407,14094/14097/14092|7569/7569/7567,,1,chunk-3200-3200-20260828-095443
3203,3201,1,19,41,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3203,3202,0,19,42,0,48,-1,,MODEL,2,0,,,,,,5924623,6575407,13070/13081/13070|7569/7569/7569,,1,chunk-3200-3200-20260828-095443
3203,3202,1,19,42,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3203,3203,0,19,43,0,47,-1,,PAINT,-1,-1,5924623,13070,13081,13087,13085,,,,#5A670F,1,chunk-3200-3200-20260828-095443
3203,3204,0,19,44,0,47,-1,,PAINT,-1,-1,6383375,12061,12063,12062,12067,,,,#61670F,1,chunk-3200-3200-20260828-095443
3203,3205,0,19,45,0,47,-1,,PAINT,-1,-1,6383375,12067,12062,12055,12066,,,,#61670F,1,chunk-3200-3200-20260828-095443
3203,3206,0,19,46,0,47,-1,,PAINT,-1,-1,6776335,11042,11031,11019,11037,,,,#67660F,1,chunk-3200-3200-20260828-095443
3203,3206,1,19,46,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3203,3206,2,19,46,2,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3203,3207,0,19,47,0,47,-1,,PAINT,-1,-1,6383375,12061,12043,12041,12061,,,,#61670F,1,chunk-3200-3200-20260828-095443
3203,3207,1,19,47,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3203,3207,2,19,47,2,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3203,3208,0,19,40,0,95,-1,,PAINT,-1,-1,6383375,12061,12041,12042,12061,,,,#61670F,1,chunk-3200-3208-20260828-102210
3203,3208,1,19,40,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3203,3208,2,19,40,2,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3203,3209,0,19,41,0,95,-1,,PAINT,-1,-1,6383375,12061,12042,12047,12059,,,,#61670F,1,chunk-3200-3208-20260828-102210
3203,3209,1,19,41,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3203,3209,2,19,41,2,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3203,3210,0,19,42,0,95,-1,,PAINT,-1,-1,6383375,12059,12047,12054,12059,,,,#61670F,1,chunk-3200-3208-20260828-102210
3203,3211,0,19,43,0,95,-1,,PAINT,-1,-1,6383375,12059,12054,12054,12062,,,,#61670F,1,chunk-3200-3208-20260828-102210
3203,3212,0,19,44,0,95,-1,,PAINT,-1,-1,6383375,12062,12054,12052,12060,,,,#61670F,1,chunk-3200-3208-20260828-102210
3203,3213,0,19,45,0,95,-1,,PAINT,-1,-1,5924623,13084,13076,13076,13084,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3203,3214,0,19,46,0,95,-1,,PAINT,-1,-1,5924623,13084,13076,13073,13085,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3203,3215,0,19,47,0,95,-1,,PAINT,-1,-1,5924623,13085,13073,13076,13080,,,,#5A670F,1,chunk-3200-3208-20260828-102210
3203,3216,0,19,56,0,95,-1,,PAINT,-1,-1,5465871,14104,14100,14108,14105,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3217,0,19,57,0,95,-1,,PAINT,-1,-1,5465871,14105,14108,14109,14107,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3218,0,19,58,0,95,-1,,PAINT,-1,-1,5465871,14107,14109,14109,14110,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3219,0,19,59,0,95,-1,,PAINT,-1,-1,5465871,14110,14109,14109,14112,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3220,0,19,60,0,95,-1,,PAINT,-1,-1,5465871,14112,14109,14107,14113,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3221,0,19,61,0,47,-1,,PAINT,-1,-1,5465871,14113,14107,14106,14113,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3222,0,19,62,0,47,-1,,PAINT,-1,-1,5465871,14113,14106,14104,14113,,,,#53670F,1,chunk-3200-3216-20260828-095435
3203,3223,0,19,63,0,53,-1,,PAINT,-1,-1,5924623,13089,13080,13078,13087,,,,#5A670F,1,chunk-3200-3216-20260828-095435
3203,3224,0,19,56,0,53,-1,,PAINT,-1,-1,5924623,13087,13078,13078,13086,,,,#5A670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3225,0,19,57,0,53,-1,,PAINT,-1,-1,6383375,12062,12054,12054,12062,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3226,0,19,58,0,47,-1,,PAINT,-1,-1,6383375,12062,12054,12054,12065,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3227,0,19,59,0,47,-1,,PAINT,-1,-1,6383375,12065,12054,12049,12065,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3228,0,19,60,0,47,-1,,PAINT,-1,-1,6383375,12065,12049,12044,12061,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3228,1,19,60,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3228,2,19,60,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3229,0,19,61,0,53,-1,,PAINT,-1,-1,6383375,12061,12044,12041,12061,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3229,1,19,61,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3229,2,19,61,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3230,0,19,62,0,53,-1,,PAINT,-1,-1,6383375,12061,12041,12041,12061,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3230,1,19,62,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3230,2,19,62,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3231,0,19,63,0,53,-1,,PAINT,-1,-1,6776335,11037,11017,11022,11036,,,,#67660F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3231,1,19,63,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3203,3231,2,19,63,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
